Name,MKT CAP,ENTERPRISE VALUE,Area,Type,Announced,Date,Q,V,M,SR,QV,QM,VM,F Score,Bankruptcy,Analyst Target Price,Spread,DayBefore,OnDay,All Share,Return,Return v's All Share,Category,Debt Category,Debt,Style,,,,
BSIF,£622.46,£620.59,Financials,Interim Result,Yes,28/02/2024,53,65,19,37,59,36,42,3,"1,225.04",34.90%,20,101.8,104.4,-0.77%,2.55%,3.32%,F <1000m,E >-20%,0%,Financials,,,,
DLN,"£2,132.40","£3,406.40",Financials,Final Result,Yes,28/02/2024,68,34,40,40,51,54,37,6,3.13,24.93%,5,"1,926.00","1,939.00",-0.77%,0.67%,1.44%,H >2000m,C >20%,60%,Financials,,,,
GLV,£587.36,£743.55,Consumer Cyclicals,Final Result,Yes,28/02/2024,27,54,86,56,41,57,70,4,9.63,16.67%,667,1.27,1.2,-0.77%,-5.51%,-4.74%,F <1000m,C >20%,30%,Outside,,,,
GR1T,£105.54,£465.04,Financials,Interim Result,Yes,28/02/2024,40,81,34,47,61,37,58,4,-1.17,122.27%,909,21.88,22,-0.77%,0.55%,1.32%,D <250m,A >100%,340%,Financials,,,,
HEIT,£89.72,£83.50,Financials,Final Result,Yes,28/02/2024,,,,,0,0,0,,117.74,160.76%,506,39.17,40.03,-0.77%,2.20%,2.97%,C <100m,E >-20%,-10%,Financials,,,,
HCM,"£2,124.99","£1,494.77",Healthcare,Final Result,Yes,28/02/2024,73,8,92,60,41,83,50,7,3.29,64.09%,143,246.5,256.5,-0.77%,4.06%,4.83%,H >2000m,F >-60%,-30%,Small Cap,,,,
IPF,£254.41,£770.61,Financials,Final Result,Yes,28/02/2024,78,94,61,93,86,70,78,6,,87.22%,131,115.75,114.86,-0.77%,-0.77%,0.00%,E <500m,A >100%,200%,Financials,,,,
JET,"£2,671.22","£3,146.19",Technology,Final Result,Yes,28/02/2024,47,66,61,60,57,54,64,8,-2.04,32.14%,40,"1,271.00","1,208.00",-0.77%,-4.96%,-4.19%,H >2000m,D >0%,20%,Small Cap,,,,
PHP,"£1,191.48","£2,467.68",Financials,Final Result,Yes,28/02/2024,65,60,66,72,63,66,63,5,1.82,14.66%,17,89.81,88.36,-0.77%,-1.61%,-0.84%,G <2000m,A >100%,110%,Financials,,,,
RKT,"£41,818.38","£49,456.38",Consumer Defensives,Final Result,Yes,28/02/2024,79,30,82,72,55,81,56,7,2.57,8.25%,14,"5,846.00","5,156.00",-0.77%,-11.80%,-11.03%,H >2000m,D >0%,20%,Large Cap,,,,
TRIG,"£2,483.58","£2,460.18",Financials,Final Result,Yes,28/02/2024,86,52,41,64,69,64,47,5,251.56,33.40%,20,101.07,102.43,-0.77%,1.35%,2.12%,H >2000m,E >-20%,0%,Financials,,,,
RHIM,"£1,632.62","£2,642.04",Basic Materials,Final Result,Yes,28/02/2024,64,76,91,93,70,78,84,5,3.66,7.47%,6,"3,510.00","3,676.56",-0.77%,4.75%,5.52%,G <2000m,C >20%,60%,Large Cap,,,,
STJ,"£3,389.28","£3,436.88",Financials,Final Result,Yes,28/02/2024,32,88,29,43,60,31,59,4,,48.08%,6,617.6,457.23,-0.77%,-25.97%,-25.20%,H >2000m,E >-20%,0%,Financials,,,,
TW.,"£5,018.11","£4,391.01",Consumer Cyclicals,Final Result,Yes,28/02/2024,75,77,99,98,76,87,88,4,10.52,8.22%,4,140.1,135.6,-0.77%,-3.21%,-2.44%,H >2000m,E >-20%,-10%,Large Cap,,,,
CRN,£848.16,"£1,047.32",Consumer Cyclicals,Final Result,Yes,29/02/2024,62,59,85,81,61,74,72,5,10.56,34.69%,16,127,122.8,0.09%,-3.31%,-3.40%,F <1000m,D >0%,20%,Large Cap,,,,
CVSG,"£1,178.78","£1,356.38",Healthcare,Final Result,Yes,29/02/2024,85,15,32,36,50,59,24,6,5.57,36.19%,6,"1,606.00","1,471.00",0.09%,-8.41%,-8.50%,G <2000m,D >0%,20%,Large Cap,,,,
DRX,"£1,613.36","£3,006.66",Utilities,Final Result,Yes,29/02/2024,70,84,21,61,77,46,53,8,1.23,77.02%,2,409.69,465.7,0.09%,13.67%,13.58%,G <2000m,B >60%,90%,Large Cap,,,,
FARN,£86.01,£92.14,Healthcare,Final Result,Yes,29/02/2024,1,5,14,1,3,8,10,3,-12.02,91.58%,800,125,127.5,0.09%,2.00%,1.91%,C <100m,D >0%,10%,Outside,,,,
HLN,"£29,739.95","£39,231.95",Healthcare,Final Result,Yes,29/02/2024,57,25,47,35,41,52,36,6,2.16,12.43%,2,314.35,331.45,0.09%,5.44%,5.35%,H >2000m,C >20%,30%,Large Cap,,,,
HMSO,"£1,255.64","£2,435.14",Financials,Final Result,Yes,29/02/2024,31,36,43,27,34,37,40,6,1.53,5.21%,8,25.06,25.4,0.09%,1.36%,1.27%,G <2000m,B >60%,90%,Financials,,,,
HWDN,"£4,258.80","£4,813.40",Consumer Cyclicals,Final Result,Yes,29/02/2024,85,38,71,74,62,78,55,5,5.01,6.29%,5,767.6,827,0.09%,7.74%,7.65%,H >2000m,D >0%,10%,Large Cap,,,,
HTG,£510.49,£577.35,Energy,Final Result,Yes,29/02/2024,49,47,76,59,48,63,62,5,3.3,35.78%,16,306,334.5,0.09%,9.31%,9.22%,F <1000m,D >0%,10%,Large Cap,,,,
IBT,£264.29,£296.76,Financials,Final Result,Yes,29/02/2024,,,,,0,0,0,6,9.96,,58,696.48,684,0.09%,-1.79%,-1.88%,E <500m,D >0%,10%,Financials,,,,
IAG,"£7,669.75","£14,186.17",Industrials,Final Result,Yes,29/02/2024,48,89,88,90,69,68,89,8,-0.52,42.55%,3,153.38,147.25,0.09%,-4.00%,-4.09%,H >2000m,B >60%,80%,Large Cap,,,,
LSEG,"£48,351.61","£56,500.61",Financials,Final Result,Yes,29/02/2024,57,13,53,32,35,55,33,6,,13.88%,7,"8,942.00","8,876.00",0.09%,-0.74%,-0.83%,H >2000m,D >0%,20%,Financials,,,,
MACF,£198.69,£238.24,Basic Materials,Final Result,Yes,29/02/2024,91,68,91,98,80,91,80,7,3.64,17.40%,121,124.73,123.5,0.09%,-0.99%,-1.08%,D <250m,D >0%,20%,Small Cap,,,,
EMG,"£2,887.44","£3,060.90",Financials,Final Result,Yes,29/02/2024,55,67,54,61,61,55,61,5,,17.89%,4,239.1,243.5,0.09%,1.84%,1.75%,H >2000m,D >0%,10%,Financials,,,,
MCG,£497.41,"£1,712.01",Industrials,Final Result,Yes,29/02/2024,39,84,41,53,62,40,63,5,-0.81,38.12%,56,79,78,0.09%,-1.27%,-1.36%,E <500m,A >100%,240%,Small Cap,,,,
NEXS,£7.23,£3.39,Industrials,Final Result,Yes,29/02/2024,78,96,29,80,87,54,63,6,10.56,156.25%,"1,250",78.99,80,0.09%,1.28%,1.19%,A <10m,F >-60%,-50%,Outside,,,,
OCDO,"£4,091.82","£5,044.32",Consumer Cyclicals,Final Result,Yes,29/02/2024,8,25,33,12,17,21,29,2,1.73,68.46%,2,484.27,511.4,0.09%,5.60%,5.51%,H >2000m,D >0%,20%,Large Cap,,,,
PPH,£559.20,"£1,492.33",Consumer Cyclicals,Final Result,Yes,29/02/2024,60,40,99,78,50,80,70,8,1.09,55.30%,152,"1,320.00","1,295.00",0.09%,-1.89%,-1.98%,F <1000m,A >100%,170%,Small Cap,,,,
SOI,£624.20,£652.66,Financials,Final Result,Yes,29/02/2024,46,71,73,72,59,60,72,4,16.78,,20,250.63,250,0.09%,-0.25%,-0.34%,F <1000m,E >-20%,0%,Financials,,,,
SDR,"£6,282.35","£7,588.65",Financials,Final Result,Yes,29/02/2024,47,51,40,38,49,44,46,5,,13.74%,5,385.8,393.3,0.09%,1.94%,1.85%,H >2000m,D >0%,20%,Financials,,,,
SRP,"£1,980.87","£2,635.57",Industrials,Final Result,Yes,29/02/2024,73,65,98,94,69,86,82,7,2.03,27.52%,6,179.4,187.3,0.09%,4.40%,4.31%,G <2000m,C >20%,30%,Large Cap,,,,
SHC,"£2,412.17","£3,913.67",Financials,Final Result,Yes,29/02/2024,22,54,68,41,38,45,61,3,4.11,22.56%,8,121.5,123.9,0.09%,1.98%,1.89%,H >2000m,C >20%,60%,Financials,,,,
SXS,"£3,694.87","£3,542.97",Technology,Final Result,Yes,29/02/2024,99,24,83,81,62,91,54,9,6.89,9.39%,5,"3,621.00","3,505.00",0.09%,-3.20%,-3.29%,H >2000m,E >-20%,0%,Large Cap,,,,
SPI,£977.99,"£2,088.69",Healthcare,Final Result,Yes,29/02/2024,59,52,90,78,56,75,71,7,0.76,19.37%,21,241,225.5,0.09%,-6.43%,-6.52%,F <1000m,A >100%,110%,Large Cap,,,,
VSVS,"£1,312.50","£1,643.70",Industrials,Final Result,Yes,29/02/2024,92,84,95,99,88,94,90,7,2.86,9.70%,8,487.8,484.6,0.09%,-0.66%,-0.75%,G <2000m,C >20%,30%,Large Cap,,,,
WEIR,"£4,836.57","£5,688.67",Industrials,Final Result,Yes,29/02/2024,86,36,85,81,61,86,61,8,3.09,20.77%,3,"1,865.00","1,833.00",0.09%,-1.72%,-1.81%,H >2000m,D >0%,20%,Large Cap,,,,
IMI,"£4,588.73","£5,358.93",Industrials,Final Result,Yes,01/03/2024,93,27,98,88,60,96,63,8,3.64,8.10%,6,"1,751.00","1,726.00",0.81%,-1.43%,-2.24%,H >2000m,D >0%,20%,Large Cap,,,,
PSON,"£6,580.97","£7,621.97",Consumer Cyclicals,Final Result,Yes,01/03/2024,90,33,90,85,62,90,62,8,4.62,13.11%,2,942.8,"1,014.00",0.81%,7.55%,6.74%,H >2000m,D >0%,20%,Large Cap,,,,
RMV,"£4,513.80","£4,478.97",Technology,Final Result,Yes,01/03/2024,91,12,85,70,52,88,49,6,152.88,8.07%,7,561.8,566.2,0.81%,0.78%,-0.03%,H >2000m,E >-20%,0%,Large Cap,,,,
BBOX,"£2,813.73","£4,335.63",Financials,Final Result,Yes,01/03/2024,60,31,42,36,46,51,37,5,2.6,16.49%,7,146,149.5,0.81%,2.40%,1.59%,H >2000m,C >20%,50%,Financials,,,,
CKN,"£1,101.66",£864.16,Industrials,Final Result,Yes,04/03/2024,97,55,95,97,76,96,75,6,8,24.16%,14,"3,590.00","3,796.19",-0.44%,5.74%,6.18%,G <2000m,F >-60%,-20%,Large Cap,,,,
CRW,£742.35,£747.69,Technology,Interim Result,Yes,04/03/2024,88,16,96,78,52,92,56,6,5.35,25.13%,141,"2,100.00","2,105.00",-0.44%,0.24%,0.68%,F <1000m,E >-20%,0%,Small Cap,,,,
DATA,"£1,546.40","£1,805.10",Industrials,Final Result,Yes,04/03/2024,79,11,75,53,45,77,43,7,4.49,47.40%,270,179,181,-0.44%,1.12%,1.56%,G <2000m,D >0%,20%,Small Cap,,,,
QTX,£77.43,£74.77,Technology,Final Result,Yes,04/03/2024,97,32,29,49,65,63,31,7,7.81,112.50%,625,160,168,-0.44%,5.00%,5.44%,C <100m,E >-20%,0%,Outside,,,,
AHT,"£25,031.00","£33,444.83",Industrials,Interim Result,Yes,05/03/2024,69,25,54,43,47,62,40,4,4.4,5.09%,3,"5,722.00","5,192.00",0.00%,-9.26%,-9.26%,H >2000m,C >20%,30%,Large Cap,,,,
BAKK,£559.73,£924.63,Consumer Defensives,Final Result,Yes,05/03/2024,90,71,65,90,81,78,68,7,2.3,12.49%,62,96.6,99.2,0.00%,2.69%,2.69%,F <1000m,B >60%,70%,Small Cap,,,,
BKS,£113.03,£111.02,Technology,Interim Result,Yes,05/03/2024,58,18,94,57,38,76,56,5,9.66,28.28%,175,171.5,175,0.00%,2.04%,2.04%,D <250m,E >-20%,0%,Small Cap,,,,
BIRD,£23.03,£14.93,Technology,Final Result,Yes,05/03/2024,32,6,2,5,19,17,4,4,17.14,0.00%,800,6.25,5.95,0.00%,-4.80%,-4.80%,B <50m,F >-60%,-40%,Outside,,,,
DOTD,£296.17,£245.64,Technology,Interim Result,Yes,05/03/2024,96,16,72,68,56,84,44,6,22.3,27.67%,21,96.6,95.2,0.00%,-1.45%,-1.45%,E <500m,F >-60%,-20%,Large Cap,,,,
FERG,"£34,386.54","£36,694.84",Consumer Cyclicals,Interim Result,Yes,05/03/2024,81,23,99,80,52,90,61,5,8.45,-14.00%,3,"16,905.00","16,000.00",0.00%,-5.35%,-5.35%,H >2000m,D >0%,10%,Large Cap,,,,
FOXT,£180.97,£228.73,Financials,Final Result,Yes,05/03/2024,65,40,92,77,53,79,66,6,3.71,0.00%,50,59.5,58.4,0.00%,-1.85%,-1.85%,D <250m,C >20%,30%,Financials,,,,
FRES,"£3,416.24","£3,946.54",Basic Materials,Final Result,Yes,05/03/2024,66,38,33,38,52,50,36,5,4.66,34.54%,2,463.6,493.7,0.00%,6.49%,6.49%,H >2000m,D >0%,20%,Large Cap,,,,
GRG,"£2,809.99","£2,975.79",Consumer Cyclicals,Final Result,Yes,05/03/2024,86,24,79,70,55,83,52,5,8.11,17.41%,7,"2,748.00","2,774.00",0.00%,0.95%,0.95%,H >2000m,D >0%,10%,Large Cap,,,,
HEAD,£162.34,£220.24,Consumer Cyclicals,Final Result,Yes,05/03/2024,73,93,35,79,83,54,64,5,3.43,94.03%,50,201,197,0.00%,-1.99%,-1.99%,D <250m,C >20%,40%,Small Cap,,,,
INCH,"£2,849.75","£3,927.55",Consumer Cyclicals,Final Result,Yes,05/03/2024,83,79,42,81,81,63,61,6,2.24,63.59%,7,690,624.5,0.00%,-9.49%,-9.49%,H >2000m,C >20%,40%,Large Cap,,,,
ITRK,"£7,404.72","£8,529.22",Industrials,Final Result,Yes,05/03/2024,79,26,90,75,53,85,58,6,5.17,-0.19%,7,"4,588.00","4,905.00",0.00%,6.91%,6.91%,H >2000m,D >0%,20%,Large Cap,,,,
IWG,"£1,892.58","£8,110.58",Financials,Final Result,Yes,05/03/2024,38,62,77,63,50,58,70,7,-0.84,15.73%,5,188,180,0.00%,-4.26%,-4.26%,G <2000m,A >100%,330%,Financials,,,,
JSG,£590.13,£673.83,Consumer Cyclicals,Final Result,Yes,05/03/2024,89,25,94,82,57,92,60,7,5.04,12.89%,14,142.4,136.8,0.00%,-3.93%,-3.93%,F <1000m,D >0%,10%,Large Cap,,,,
KLR,£636.80,£970.90,Industrials,Final Result,Yes,05/03/2024,91,69,81,96,80,86,75,7,2.87,44.00%,34,875,939,0.00%,7.31%,7.31%,F <1000m,C >20%,50%,Small Cap,,,,
RCH,£191.42,£226.42,Consumer Cyclicals,Final Result,Yes,05/03/2024,54,99,41,74,77,48,70,5,0.47,144.19%,50,60.2,67.25,0.00%,11.71%,11.71%,D <250m,D >0%,20%,Small Cap,,,,
ROR,"£2,676.69","£2,580.08",Industrials,Final Result,Yes,05/03/2024,98,17,90,81,58,94,54,8,14.78,13.75%,6,310.8,327.8,0.00%,5.47%,5.47%,H >2000m,E >-20%,0%,Large Cap,,,,
SHI,£366.87,£811.37,Consumer Cyclicals,Final Result,Yes,05/03/2024,72,92,34,77,82,53,63,6,2.7,14.69%,16,31.05,30,0.00%,-3.38%,-3.38%,E <500m,A >100%,120%,Large Cap,,,,
SOM,£192.48,£172.76,Industrials,Final Result,Yes,05/03/2024,91,72,90,98,82,91,81,5,12.71,68.81%,571,347,332,0.00%,-4.32%,-4.32%,D <250m,E >-20%,-10%,Outside,,,,
STVG,£93.44,£128.24,Consumer Cyclicals,Final Result,Yes,05/03/2024,38,93,52,68,66,45,73,4,-0.33,63.00%,344,200,188,0.00%,-6.00%,-6.00%,C <100m,C >20%,40%,Small Cap,,,,
TPK,"£1,606.15","£2,480.25",Consumer Cyclicals,Final Result,Yes,05/03/2024,62,86,24,58,74,43,55,5,3.07,10.78%,5,755.8,725.2,0.00%,-4.05%,-4.05%,G <2000m,C >20%,50%,Large Cap,,,,
XPP,£252.45,£458.45,Industrials,Final Result,Yes,05/03/2024,83,81,5,57,82,44,43,7,1.99,55.05%,19,"1,066.00","1,070.00",0.00%,0.38%,0.38%,E <500m,B >60%,80%,Large Cap,,,,
BREE,"£1,269.12","£1,489.82",Basic Materials,Final Result,Yes,06/03/2024,79,48,77,80,64,78,63,6,2.89,25.28%,13,379,396.38,0.00%,4.59%,4.59%,G <2000m,D >0%,20%,Large Cap,,,,
CPI,£345.36,£942.76,Industrials,Final Result,Yes,06/03/2024,41,88,60,71,65,51,74,6,-2.96,94.58%,10,20.08,15.98,0.00%,-20.42%,-20.42%,E <500m,A >100%,170%,Large Cap,,,,
CLI,£365.22,"£1,365.52",Financials,Final Result,Yes,06/03/2024,50,73,31,47,62,41,52,5,1.16,48.80%,33,91.1,93.6,0.00%,2.74%,2.74%,E <500m,A >100%,270%,Financials,,,,
CTEC,"£5,132.67","£6,230.38",Healthcare,Final Result,Yes,06/03/2024,84,12,95,72,48,90,54,7,3.18,12.07%,16,250.6,265,0.00%,5.75%,5.75%,H >2000m,D >0%,20%,Large Cap,,,,
SMDS,"£4,496.00","£6,522.00",Basic Materials,Trading Statement,Yes,06/03/2024,53,83,73,83,68,63,78,5,1.7,13.53%,3,322.1,318.4,0.00%,-1.15%,-1.15%,H >2000m,C >20%,50%,Large Cap,,,,
GFRD,£253.57,£72.47,Industrials,Interim Result,Yes,06/03/2024,70,72,92,94,71,81,82,7,0.22,34.66%,41,241,243.53,0.00%,1.05%,1.05%,E <500m,G >-100%,-70%,Small Cap,,,,
GRP,£879.91,"£1,732.05",Utilities,Final Result,Yes,06/03/2024,50,73,45,56,62,48,59,4,,32.74%,44,0.87,0.89,0.00%,2.30%,2.30%,F <1000m,B >60%,100%,Small Cap,,,,
IBST,£644.26,£774.63,Basic Materials,Final Result,Yes,06/03/2024,73,56,74,80,65,74,65,4,2.99,-6.55%,31,160.1,154.6,0.00%,-3.44%,-3.44%,F <1000m,D >0%,20%,Small Cap,,,,
LRE,"£1,570.62","£1,451.41",Financials,Final Result,Yes,06/03/2024,59,45,97,79,52,78,71,6,,13.24%,8,661,665,0.00%,0.61%,0.61%,G <2000m,E >-20%,-10%,Financials,,,,
LGEN,"£14,536.52","£5,514.52",Financials,Final Result,Yes,06/03/2024,25,45,78,43,35,52,62,3,,12.93%,4,242.9,242.4,0.00%,-0.21%,-0.21%,H >2000m,G >-100%,-60%,Financials,,,,
NET,£153.27,£128.86,Technology,Interim Result,Yes,06/03/2024,99,13,79,73,56,89,46,8,7,44.39%,107,90.5,90.62,0.00%,0.13%,0.13%,D <250m,F >-60%,-20%,Small Cap,,,,
NEXN,£297.73,£247.69,Consumer Cyclicals,Final Result,Yes,06/03/2024,84,66,75,91,75,80,71,6,3.59,207.55%,10,209,214,0.00%,2.39%,2.39%,E <500m,F >-60%,-20%,Large Cap,,,,
NICL,£377.52,£321.39,Consumer Defensives,Final Result,Yes,06/03/2024,99,26,88,86,63,94,57,8,10.41,16.43%,48,"1,050.00","1,070.00",0.00%,1.90%,1.90%,E <500m,E >-20%,-10%,Small Cap,,,,
RAT,"£1,431.55","£2,772.67",Financials,Final Result,Yes,06/03/2024,33,42,50,33,38,42,46,4,,27.68%,13,"1,554.00","1,541.60",0.00%,-0.80%,-0.80%,G <2000m,B >60%,90%,Financials,,,,
RCDO,£262.56,£350.16,Industrials,Final Result,Yes,06/03/2024,67,39,48,47,53,58,44,4,,51.09%,95,422,439,0.00%,4.03%,4.03%,E <500m,C >20%,30%,Small Cap,,,,
SPT,£630.72,£530.72,Technology,Final Result,Yes,06/03/2024,94,66,14,60,80,54,40,6,4.4,43.60%,9,108.4,175.8,0.00%,62.18%,62.18%,F <1000m,F >-60%,-20%,Large Cap,,,,
CTO,£67.78,£70.48,Industrials,Final Result,Yes,06/03/2024,88,76,45,83,82,67,61,6,2.01,53.61%,195,127.5,127.88,0.00%,0.30%,0.30%,C <100m,E >-20%,0%,Small Cap,,,,
TLW,£418.12,"£2,616.07",Energy,Final Result,Yes,06/03/2024,36,98,64,78,67,50,81,5,-0.8,92.27%,62,28.34,29.07,0.00%,2.58%,2.58%,E <500m,A >100%,530%,Small Cap,,,,
HGT,"£2,100.97","£1,854.23",Financials,Final Result,Yes,11/03/2024,,,,,0,0,0,6,367.93,8.06%,22,461,456,0.04%,-1.08%,-1.12%,H >2000m,E >-20%,-10%,Financials,,,,
MCON,£109.14,£136.02,Industrials,Final Result,Yes,11/03/2024,65,61,23,44,63,44,42,5,3.1,42.73%,"2,222",54,54,0.04%,0.00%,-0.04%,D <250m,D >0%,20%,Outside,,,,
MWE,£30.82,£26.83,Technology,Final Result,Yes,11/03/2024,96,77,30,80,87,63,54,8,3.97,133.44%,571,36,42.2,0.04%,17.22%,17.18%,B <50m,E >-20%,-10%,Outside,,,,
AHT,"£21,993.98","£30,678.51",Industrials,Interim Result,Yes,12/03/2024,76,31,27,36,54,52,29,5,4.18,19.59%,4,"5,028.00","5,090.00",0.89%,1.23%,0.34%,H >2000m,C >20%,40%,Large Cap,,,,
BVC,£89.75,£64.79,Healthcare,Final Result,Yes,12/03/2024,66,39,36,39,53,51,38,7,-0.14,,170,20.58,19.4,0.89%,-5.73%,-6.62%,C <100m,F >-60%,-30%,Small Cap,,,,
COST,£187.62,£79.52,Industrials,Final Result,Yes,12/03/2024,87,84,73,96,86,80,79,7,2.46,24.26%,30,67.8,68.6,0.89%,1.18%,0.29%,D <250m,G >-100%,-60%,Small Cap,,,,
DOM,"£1,421.07","£1,816.67",Consumer Cyclicals,Final Result,Yes,12/03/2024,94,42,74,84,68,84,58,7,3.32,11.88%,11,360,355,0.89%,-1.39%,-2.28%,G <2000m,C >20%,30%,Large Cap,,,,
FNX,£242.20,£221.57,Telecoms,Interim Result,Yes,12/03/2024,97,19,87,80,58,92,53,6,7.89,7.22%,619,242.5,258,0.89%,6.39%,5.50%,D <250m,E >-20%,-10%,Outside,,,,
FSFL,£537.59,£536.34,Financials,Final Result,Yes,12/03/2024,81,51,39,58,66,60,45,5,935.53,13.10%,11,92.4,89.9,0.89%,-2.71%,-3.60%,F <1000m,E >-20%,0%,Financials,,,,
GEN,"£1,011.63","£1,190.53",Consumer Cyclicals,Final Result,Yes,12/03/2024,87,41,91,87,64,89,66,7,5.3,7.82%,12,406,410.5,0.89%,1.11%,0.22%,G <2000m,D >0%,20%,Large Cap,,,,
HAT,£147.36,£183.55,Financials,Final Result,Yes,12/03/2024,29,86,31,42,58,30,59,2,,53.73%,207,335,376,0.89%,12.24%,11.35%,D <250m,D >0%,20%,Financials,,,,
HILS,"£1,492.29","£1,624.39",Basic Materials,Final Result,Yes,12/03/2024,96,29,83,82,63,90,56,9,5.3,14.29%,32,"1,858.00","1,886.00",0.89%,1.51%,0.62%,G <2000m,D >0%,10%,Small Cap,,,,
MXCT,£319.00,£171.04,Healthcare,Final Result,Yes,12/03/2024,25,9,72,25,17,49,41,3,6.93,140.50%,317,315,315,0.89%,0.00%,-0.89%,E <500m,F >-60%,-50%,Small Cap,,,,
PSN,"£4,328.16","£3,971.16",Consumer Cyclicals,Final Result,Yes,12/03/2024,64,59,94,87,62,79,77,4,10.81,8.03%,7,"1,355.00","1,324.00",0.89%,-2.29%,-3.18%,H >2000m,E >-20%,-10%,Large Cap,,,,
SYNT,£229.32,"£1,096.12",Basic Materials,Final Result,Yes,12/03/2024,58,94,12,53,76,35,53,6,1.04,104.78%,7,140.2,195,0.89%,39.09%,38.20%,D <250m,A >100%,380%,Large Cap,,,,
THRL,£501.77,£712.45,Financials,Interim Result,Yes,12/03/2024,69,51,74,74,60,72,63,5,3.54,25.46%,12,80.9,81,0.89%,0.12%,-0.77%,F <1000m,C >20%,40%,Financials,,,,
TIFS,£811.15,"£1,498.49",Consumer Cyclicals,Final Result,Yes,12/03/2024,68,40,99,81,54,84,70,5,1.97,18.64%,13,157.8,152.2,0.89%,-3.55%,-4.44%,F <1000m,B >60%,80%,Large Cap,,,,
TCAP,"£1,452.43",-£332.57,Financials,Final Result,Yes,12/03/2024,90,95,97,100,93,94,96,7,,20.81%,5,188.2,218.6,0.89%,16.15%,15.26%,G <2000m,G >-100%,-120%,Financials,,,,
FOUR,"£1,594.57","£1,546.73",Consumer Cyclicals,Final Result,Yes,13/03/2024,97,27,91,86,62,94,59,6,22.06,15.17%,18,"5,820.00","5,936.90",0.21%,2.01%,1.80%,G <2000m,E >-20%,0%,Large Cap,,,,
AMS,£469.43,£409.46,Healthcare,Final Result,Yes,13/03/2024,84,16,68,56,50,76,42,4,7.82,17.03%,23,212,214,0.21%,0.94%,0.73%,E <500m,E >-20%,-10%,Large Cap,,,,
BBY,"£1,847.81","£1,536.81",Industrials,Final Result,Yes,13/03/2024,33,73,48,47,53,41,61,4,1,24.14%,29,337.8,370.6,0.21%,9.71%,9.50%,G <2000m,F >-60%,-20%,Small Cap,,,,
CAU,£58.74,£52.33,Consumer Cyclicals,Final Result,Yes,13/03/2024,67,58,44,57,63,56,51,6,4.2,78.75%,500,40,41,0.21%,2.50%,2.29%,C <100m,E >-20%,-10%,Outside,,,,
FARN,£92.89,£98.99,Healthcare,Final Result,Yes,13/03/2024,1,6,11,1,4,6,9,3,-11.62,0.86%,741,135,144.9,0.21%,7.33%,7.12%,C <100m,D >0%,10%,Outside,,,,
FXPO,£419.89,£318.10,Basic Materials,Final Result,Yes,13/03/2024,87,94,27,82,91,57,61,5,17.02,89.46%,7,51.4,52.95,0.21%,3.02%,2.81%,E <500m,F >-60%,-20%,Large Cap,,,,
GYM,£201.98,£608.58,Consumer Cyclicals,Final Result,Yes,13/03/2024,27,62,64,46,45,46,63,4,-0.46,46.65%,18,109.4,116,0.21%,6.03%,5.82%,D <250m,A >100%,200%,Large Cap,,,,
HOC,£563.85,£784.92,Basic Materials,Final Result,Yes,13/03/2024,54,42,89,68,48,72,66,4,2.37,25.61%,37,110.6,107,0.21%,-3.25%,-3.46%,F <1000m,C >20%,40%,Small Cap,,,,
IPO,£526.30,£427.40,Financials,Final Result,Yes,13/03/2024,50,71,29,44,61,40,50,4,,160.78%,20,51,50,0.21%,-1.96%,-2.17%,F <1000m,F >-60%,-20%,Financials,,,,
KWS,"£1,049.74","£1,101.70",Technology,Final Result,Yes,13/03/2024,75,24,33,35,50,54,29,4,6.19,72.12%,8,"1,325.00","1,454.00",0.21%,9.74%,9.53%,G <2000m,E >-20%,0%,Large Cap,,,,
KCT,£228.82,£259.55,Technology,Interim Result,Yes,13/03/2024,57,24,95,61,41,76,60,5,3.56,43.08%,16,128.4,128.4,0.21%,0.00%,-0.21%,D <250m,D >0%,10%,Large Cap,,,,
MTRO,£230.39,"-£1,303.61",Financials,Final Result,Yes,13/03/2024,31,97,6,36,64,19,52,5,,342.83%,15,33.95,32.65,0.21%,-3.83%,-4.04%,D <250m,G >-100%,-670%,Financials,,,,
NXQ,£99.01,£85.96,Financials,Final Result,Yes,13/03/2024,93,54,77,90,74,85,66,8,13.52,100.20%,134,153.5,150.93,0.21%,-1.67%,-1.88%,C <100m,E >-20%,-10%,Financials,,,,
PBEE,£224.04,£210.35,Financials,Final Result,Yes,13/03/2024,31,4,90,33,18,61,47,3,,41.75%,202,98.5,97.89,0.21%,-0.62%,-0.83%,D <250m,E >-20%,-10%,Financials,,,,
PPHC,£122.83,£129.93,Consumer Cyclicals,Final Result,Yes,13/03/2024,39,66,51,48,53,45,59,4,1.24,112.52%,282,107.5,112.75,0.21%,4.88%,4.67%,D <250m,D >0%,10%,Small Cap,,,,
SSIT,£121.68,£86.37,Financials,Interim Result,Yes,13/03/2024,26,83,74,67,55,50,79,3,301.37,,117,51.7,57.2,0.21%,10.64%,10.43%,D <250m,F >-60%,-30%,Financials,,,,
SUPR,£978.30,"£1,608.28",Financials,Interim Result,Yes,13/03/2024,68,48,84,79,58,76,66,5,2.46,19.20%,13,77.6,75.99,0.21%,-2.07%,-2.28%,F <1000m,C >20%,60%,Financials,,,,
