Name,MKT CAP,ENTERPRISE VALUE,Area,Type,Announced,Date,Q,V,M,SR,QV,QM,VM,F Score,Bankruptcy,Analyst Target Price,Spread,DayBefore,OnDay,All Share,Return,Return v's All Share,Category,Debt Category,Debt,Style,,,,
SCLP,£96.96,£96.57,Healthcare,Interim Result,Yes,30/01/2024,11,5,54,13,8,33,30,3,-3.01,154.55%,952,10.65,10.98,0.39%,3.10%,2.71%,C <100m,E >-20%,0%,Outside,,,,
SSPG,"£1,810.02","£3,326.72",Consumer Cyclicals,Trading Statement,Yes,30/01/2024,50,31,73,47,41,62,52,6,-0.4,33.16%,9,227.2,226,0.39%,-0.53%,-0.92%,G <2000m,B >60%,80%,Large Cap,,,,
STEM,£540.16,£496.60,Industrials,Final Result,Yes,30/01/2024,97,76,78,98,87,88,77,7,7.38,33.33%,25,399.5,396.5,0.39%,-0.75%,-1.14%,F <1000m,E >-20%,-10%,Large Cap,,,,
SYNT,£225.72,"£1,092.52",Basic Materials,Trading Statement,Yes,30/01/2024,56,93,8,49,75,32,51,6,1.04,235.97%,7,133.72,139.7,0.39%,4.47%,4.08%,D <250m,A >100%,380%,Large Cap,,,,
ASL,"£1,137.50","£1,191.60",Financials,Final Result,Yes,31/01/2024,,,,,0,0,0,6,21.48,,15,"1,346.20","1,343.40",-0.20%,-0.21%,-0.01%,G <2000m,E >-20%,0%,Financials,,,,
APEO,£761.81,£832.93,Financials,Final Result,Yes,31/01/2024,,,,,0,0,0,3,11.38,,51,498.5,503,-0.20%,0.90%,1.10%,F <1000m,D >0%,10%,Financials,,,,
ECOR,£235.98,£270.36,Basic Materials,Trading Statement,Yes,31/01/2024,66,84,50,78,75,58,67,4,,82.34%,11,88.72,91.8,-0.20%,3.47%,3.67%,D <250m,D >0%,10%,Large Cap,,,,
GSK,"£63,108.83","£76,747.83",Healthcare,Final Result,Yes,31/01/2024,91,45,89,90,68,90,67,7,1.89,14.27%,1,"1,539.40","1,572.00",-0.20%,2.12%,2.32%,H >2000m,D >0%,20%,Large Cap,,,,
ITM,£289.19,£14.45,Industrials,Interim Result,Yes,31/01/2024,19,7,23,7,13,21,15,4,0.71,128.24%,19,48.02,60.52,-0.20%,26.03%,26.23%,E <500m,G >-100%,-100%,Large Cap,,,,
NWF,£113.96,£127.46,Energy,Interim Result,Yes,31/01/2024,93,88,59,95,91,76,74,7,2.7,13.96%,477,227,214.9,-0.20%,-5.33%,-5.13%,D <250m,D >0%,10%,Outside,,,,
BAG,£627.36,£584.86,Consumer Defensives,Trading Statement,Yes,01/02/2024,86,33,61,65,60,74,47,4,5.48,6.63%,54,570,574,0.32%,0.70%,0.38%,F <1000m,E >-20%,-10%,Small Cap,,,,
AAF,"£4,295.57","£6,374.01",Telecoms,Trading Statement,Yes,01/02/2024,78,76,80,93,77,79,78,7,1.22,31.51%,9,112.04,113.6,0.32%,1.39%,1.07%,H >2000m,C >20%,50%,Large Cap,,,,
AAL,"£25,304.30","£37,061.41",Basic Materials,Trading Statement,Yes,01/02/2024,74,69,7,45,72,41,38,5,4.5,19.73%,3,"1,906.00","1,891.20",0.32%,-0.78%,-1.10%,H >2000m,C >20%,50%,Large Cap,,,,
BT.A,"£11,215.86","£32,316.86",Telecoms,Trading Statement,Yes,01/02/2024,57,91,37,68,74,47,64,7,1.36,59.25%,13,112.4,112.75,0.32%,0.31%,-0.01%,H >2000m,A >100%,190%,Large Cap,,,,
CWK,"£2,152.88","£2,294.78",Consumer Defensives,Trading Statement,Yes,01/02/2024,86,36,98,89,61,92,67,6,5.8,9.93%,5,"3,998.00","4,042.00",0.32%,1.10%,0.78%,H >2000m,D >0%,10%,Large Cap,,,,
GEMD,£15.72,£82.27,Basic Materials,Trading Statement,Yes,01/02/2024,56,99,1,48,78,29,50,5,-6.21,61.02%,"1,244",10.8,10.95,0.32%,1.39%,1.07%,B <50m,A >100%,420%,Outside,,,,
GLEN,"£51,371.10","£68,948.48",Basic Materials,Trading Statement,Yes,01/02/2024,83,87,17,70,85,50,52,7,2.86,23.08%,7,421.85,427.2,0.32%,1.27%,0.95%,H >2000m,C >20%,30%,Large Cap,,,,
JTC,"£1,335.37","£1,395.95",Financials,Trading Statement,Yes,01/02/2024,61,13,86,51,37,74,50,5,,13.89%,6,802.5,788.5,0.32%,-1.74%,-2.06%,G <2000m,E >-20%,0%,Financials,,,,
RNK,£337.25,£510.25,Consumer Cyclicals,Interim Result,Yes,01/02/2024,43,51,50,41,47,47,51,5,-0.95,49.31%,56,70.5,73.73,0.32%,4.58%,4.26%,E <500m,C >20%,50%,Small Cap,,,,
SHEL,"£160,774.17","£192,955.79",Energy,Final Result,Yes,01/02/2024,87,88,59,93,88,73,74,7,4.11,31.22%,2,"2,458.00","2,521.00",0.32%,2.56%,2.24%,H >2000m,D >0%,20%,Large Cap,,,,
CTO,£68.84,£71.54,Industrials,Trading Statement,Yes,01/02/2024,87,76,51,86,82,69,64,6,2.01,51.25%,653,126.63,130.75,0.32%,3.25%,2.93%,C <100m,E >-20%,0%,Outside,,,,
YOU,"£1,348.60","£1,252.40",Consumer Cyclicals,Trading Statement,Yes,02/02/2024,98,7,94,77,53,96,51,7,17.02,12.79%,255,"1,180.00","1,190.00",0.40%,0.85%,0.45%,G <2000m,E >-20%,-10%,Small Cap,,,,
PRV,£305.00,£296.34,Industrials,Final Result,Yes,05/02/2024,96,28,86,84,62,91,57,8,5.6,11.26%,545,674.01,654,-0.15%,-2.97%,-2.82%,E <500m,E >-20%,0%,Outside,,,,
TRR,£106.24,£117.68,Financials,Trading Statement,Yes,05/02/2024,55,24,38,29,40,47,31,8,,123.99%,414,35.25,35.75,-0.15%,1.42%,1.57%,D <250m,D >0%,10%,Financials,,,,
VOD,"£18,216.03","£63,533.49",Telecoms,Trading Statement,Yes,05/02/2024,62,98,21,65,80,42,60,8,-1.82,39.55%,1,68.67,66.33,-0.15%,-3.41%,-3.26%,H >2000m,A >100%,250%,Large Cap,,,,
ALU,£64.32,£72.40,Industrials,Interim Result,Yes,06/02/2024,81,84,87,98,83,84,86,6,5.29,54.49%,403,183,178.5,0.87%,-2.46%,-3.33%,C <100m,D >0%,10%,Outside,,,,
BP.,"£78,268.74","£113,176.89",Energy,Final Result,Yes,06/02/2024,62,90,35,69,76,49,63,7,1.64,31.87%,4,454.15,478.95,0.87%,5.46%,4.59%,H >2000m,C >20%,40%,Large Cap,,,,
FTC,£55.12,£54.83,Technology,Interim Result,Yes,06/02/2024,55,11,93,49,33,74,52,4,5.62,-2.34%,800,25.5,29.6,0.87%,16.08%,15.21%,C <100m,E >-20%,0%,Outside,,,,
MTW,£306.28,£264.76,Financials,Interim Result,Yes,06/02/2024,81,39,63,67,60,72,51,6,,45.55%,232,590,590,0.87%,0.00%,-0.87%,E <500m,E >-20%,-10%,Financials,,,,
REAT,£14.15,£14.49,Industrials,Final Result,Yes,06/02/2024,37,60,75,59,49,56,68,4,1.17,50.94%,377,1.33,1.35,0.87%,1.50%,0.63%,B <50m,E >-20%,0%,Small Cap,,,,
RSW,"£2,521.40","£2,327.76",Industrials,Interim Result,Yes,06/02/2024,87,25,63,61,56,75,44,5,13.14,-1.19%,6,"3,436.00","3,986.00",0.87%,16.01%,15.14%,H >2000m,E >-20%,-10%,Large Cap,,,,
VMUK,"£1,979.96","£6,696.96",Financials,Trading Statement,Yes,06/02/2024,40,89,28,50,65,34,59,5,,29.86%,23,149.7,152.85,0.87%,2.10%,1.23%,G <2000m,A >100%,240%,Financials,,,,
ASHM,"£1,495.33",£751.03,Financials,Interim Result,Yes,07/02/2024,95,53,58,81,74,77,56,6,,-2.24%,10,210.6,209.4,-0.37%,-0.57%,-0.20%,G <2000m,F >-60%,-50%,Financials,,,,
BDEV,"£5,075.67","£4,056.67",Consumer Cyclicals,Interim Result,Yes,07/02/2024,84,85,60,91,85,72,73,6,9.25,7.28%,12,530,487.62,-0.37%,-8.00%,-7.63%,H >2000m,F >-60%,-20%,Large Cap,,,,
HGEN,£66.99,£58.43,Financials,Trading Statement,Yes,07/02/2024,52,62,47,51,57,50,55,6,380.98,80.77%,392,52.6,51.3,-0.37%,-2.47%,-2.10%,C <100m,E >-20%,-10%,Financials,,,,
PSDL,£167.58,£428.74,Financials,Trading Statement,Yes,07/02/2024,31,35,58,32,33,45,47,4,0.67,0.00%,83,181,178,-0.37%,-1.66%,-1.29%,D <250m,A >100%,160%,Financials,,,,
PZC,£535.91,£569.71,Consumer Defensives,Interim Result,Yes,07/02/2024,89,75,37,79,82,63,56,6,2.48,68.00%,16,128,106,-0.37%,-17.19%,-16.82%,F <1000m,D >0%,10%,Large Cap,,,,
SKG,"£7,469.50","£10,202.93",Basic Materials,Final Result,Yes,07/02/2024,92,71,67,92,82,80,69,7,2.6,29.42%,7,"2,870.00","3,005.00",-0.37%,4.70%,5.07%,H >2000m,C >20%,40%,Large Cap,,,,
UKCM,£818.63,"£1,014.34",Financials,Trading Statement,Yes,07/02/2024,54,52,93,78,53,74,73,4,3.15,-12.70%,16,63.9,64.38,-0.37%,0.75%,1.12%,F <1000m,D >0%,20%,Financials,,,,
AAL,"£24,378.70","£36,229.14",Basic Materials,Trading Statement,Yes,08/02/2024,75,71,7,46,73,41,39,5,4.46,25.05%,1,"1,789.40","1,745.00",-0.09%,-2.48%,-2.39%,H >2000m,C >20%,50%,Large Cap,,,,
AZN,"£163,296.94","£181,940.27",Healthcare,Final Result,Yes,08/02/2024,83,13,65,51,48,74,39,6,2.79,19.54%,2,"10,516.00","9,751.00",-0.09%,-7.27%,-7.18%,H >2000m,D >0%,10%,Large Cap,,,,
BATS,"£52,824.23","£91,191.23",Consumer Defensives,Final Result,Yes,08/02/2024,87,93,54,93,90,71,74,9,1.32,30.47%,2,"2,340.50","2,485.00",-0.09%,6.17%,6.26%,H >2000m,B >60%,70%,Large Cap,,,,
CPG,"£37,021.70","£40,518.70",Consumer Cyclicals,Trading Statement,Yes,08/02/2024,88,20,92,78,54,90,56,6,4.31,17.36%,5,"2,147.00","2,210.00",-0.09%,2.93%,3.02%,H >2000m,D >0%,10%,Large Cap,,,,
RDW,"£1,984.62","£1,759.62",Consumer Cyclicals,Interim Result,Yes,08/02/2024,90,83,94,99,87,92,89,7,9.51,10.75%,25,677.52,686,-0.09%,1.25%,1.34%,G <2000m,E >-20%,-10%,Large Cap,,,,
SSE,"£18,246.45","£27,000.45",Utilities,Trading Statement,Yes,08/02/2024,79,51,84,86,65,82,68,7,2.14,25.65%,9,"1,660.46","1,568.00",-0.09%,-5.57%,-5.48%,H >2000m,C >20%,50%,Large Cap,,,,
TATE,"£2,506.41","£2,756.41",Consumer Defensives,Trading Statement,Yes,08/02/2024,80,39,57,62,60,69,48,7,3.17,41.51%,16,623.5,628.16,-0.09%,0.75%,0.84%,H >2000m,D >0%,10%,Large Cap,,,,
ULVR,"£98,936.12","£122,019.88",Consumer Defensives,Final Result,Yes,08/02/2024,69,35,68,60,52,69,52,5,1.76,10.20%,1,"3,916.00","4,058.50",-0.09%,3.64%,3.73%,H >2000m,D >0%,20%,Large Cap,,,,
WOSG,£916.12,"£1,357.62",Consumer Cyclicals,Trading Statement,Yes,08/02/2024,72,80,16,56,76,44,48,5,4.05,60.32%,5,378,378.6,-0.09%,0.16%,0.25%,F <1000m,C >20%,50%,Large Cap,,,,
VCT,"£1,179.10","£1,197.80",Basic Materials,Trading Statement,Yes,09/02/2024,79,28,41,43,54,60,35,5,7.71,18.25%,7,"1,350.00","1,376.00",0.74%,1.93%,1.19%,G <2000m,E >-20%,0%,Large Cap,,,,
BWY,"£3,382.72","£3,165.72",Consumer Cyclicals,Trading Statement,Yes,09/02/2024,73,77,70,89,75,72,74,5,10.06,0.87%,7,"2,850.00","2,860.00",0.74%,0.35%,-0.39%,H >2000m,E >-20%,-10%,Large Cap,,,,
SUS,£241.19,£426.36,Financials,Trading Statement,Yes,09/02/2024,49,83,55,70,66,52,69,3,,17.88%,419,"2,030.00","1,925.00",0.74%,-5.17%,-5.91%,D <250m,B >60%,80%,Financials,,,,
CCH,"£8,120.63","£9,610.26",Consumer Defensives,Final Result,Yes,14/02/2024,91,48,86,91,70,89,67,6,2.26,16.81%,9,"2,206.00","2,372.00",0.74%,7.52%,6.78%,H >2000m,D >0%,20%,Large Cap,,,,
DNLM,"£2,205.35","£2,493.15",Consumer Cyclicals,Interim Result,Yes,14/02/2024,80,46,56,66,63,68,51,5,6.85,14.61%,9,"1,085.00","1,056.99",0.74%,-2.58%,-3.32%,H >2000m,D >0%,10%,Large Cap,,,,
PAF,£331.94,£349.00,Basic Materials,Interim Result,Yes,14/02/2024,75,79,77,93,77,76,78,4,4.91,32.69%,23,17.34,17.31,0.74%,-0.17%,-0.91%,E <500m,D >0%,10%,Large Cap,,,,
SVT,"£7,462.34","£15,076.14",Utilities,Trading Statement,Yes,14/02/2024,56,21,71,44,39,64,46,6,0.88,9.53%,4,"2,495.00","2,487.00",0.74%,-0.32%,-1.06%,H >2000m,B >60%,100%,Large Cap,,,,
UU.,"£7,037.09","£15,356.89",Utilities,Trading Statement,Yes,14/02/2024,44,22,61,34,33,53,42,5,1.37,12.65%,5,"1,026.50","1,014.00",0.74%,-1.22%,-1.96%,H >2000m,A >100%,120%,Large Cap,,,,
BMK,£336.10,£407.78,Consumer Defensives,Interim Result,Yes,15/02/2024,52,33,67,45,43,60,50,5,4.05,20.75%,198,44.95,43.6,0.16%,-3.00%,-3.16%,E <500m,D >0%,20%,Small Cap,,,,
CNA,"£7,224.50","£4,737.50",Utilities,Final Result,Yes,15/02/2024,93,80,95,99,87,94,88,8,4.56,32.74%,19,135.55,140,0.16%,3.28%,3.12%,H >2000m,F >-60%,-30%,Large Cap,,,,
KYGA,"£11,988.48","£13,534.86",Consumer Defensives,Final Result,Yes,15/02/2024,95,29,57,66,62,76,43,8,3.55,,138,80.55,80.04,0.16%,-0.63%,-0.79%,H >2000m,D >0%,10%,Small Cap,,,,
GLE,£283.74,£283.72,Consumer Cyclicals,Interim Result,Yes,15/02/2024,52,69,73,74,61,63,71,3,11.28,32.22%,183,490,495.5,0.16%,1.12%,0.96%,E <500m,E >-20%,0%,Small Cap,,,,
REL,"£62,790.64","£69,465.64",Technology,Final Result,Yes,15/02/2024,90,8,95,73,49,93,52,6,6.12,3.13%,3,"3,265.00","3,321.72",0.16%,1.74%,1.58%,H >2000m,D >0%,10%,Large Cap,,,,
S32,"£7,165.11","£7,546.87",Basic Materials,Interim Result,Yes,15/02/2024,48,50,5,24,49,27,28,4,1.37,20.27%,12,155.8,154.13,0.16%,-1.07%,-1.23%,H >2000m,D >0%,10%,Large Cap,,,,
NWG,"£20,135.80","-£45,359.20",Financials,Final Result,Yes,16/02/2024,38,96,52,69,67,45,74,4,,33.33%,5,213.7,226.1,1.14%,5.80%,4.66%,H >2000m,G >-100%,-330%,Financials,,,,
SGRO,"£10,002.50","£15,126.50",Financials,Final Result,Yes,16/02/2024,39,17,96,46,28,68,57,4,1.69,11.60%,5,819.8,844.2,1.14%,2.98%,1.84%,H >2000m,C >20%,50%,Financials,,,,
TBCG,"£1,570.40",£922.80,Financials,Final Result,Yes,16/02/2024,61,83,92,94,72,77,88,6,,40.79%,18,"2,815.00","2,870.00",1.14%,1.95%,0.81%,G <2000m,F >-60%,-40%,Financials,,,,
BOCH,"£1,346.45","-£6,343.01",Financials,Final Result,Yes,19/02/2024,54,96,84,93,75,69,90,6,,60.87%,33,304,304,0.24%,0.00%,-0.24%,G <2000m,G >-100%,-570%,Financials,,,,
MONY,"£1,347.72","£1,396.82",Technology,Final Result,Yes,19/02/2024,98,37,68,80,68,83,53,8,7.3,20.98%,16,250.2,251,0.24%,0.32%,0.08%,G <2000m,E >-20%,0%,Large Cap,,,,
TRT,£15.66,£14.72,Consumer Cyclicals,Interim Result,Yes,19/02/2024,48,26,84,49,37,66,55,7,,,588,101.25,105,0.24%,3.70%,3.46%,B <50m,E >-20%,-10%,Outside,,,,
WIL,£295.58,£259.69,Consumer Cyclicals,Interim Result,Yes,19/02/2024,96,42,92,92,69,94,67,7,7.08,31.51%,531,347.2,338.89,0.24%,-2.39%,-2.63%,E <500m,E >-20%,-10%,Outside,,,,
ANTO,"£17,597.54","£20,806.54",Basic Materials,Final Result,Yes,20/02/2024,89,24,97,84,57,93,61,7,5.92,-14.49%,3,"1,765.00","1,776.00",-0.19%,0.62%,0.81%,H >2000m,D >0%,20%,Large Cap,,,,
BARC,"£22,254.19","£32,880.19",Financials,Final Result,Yes,20/02/2024,30,95,57,67,63,44,76,3,,42.93%,1,149,161.8,-0.19%,8.59%,8.78%,H >2000m,C >20%,50%,Financials,,,,
BHP,"£119,747.62","£130,448.53",Basic Materials,Interim Result,Yes,20/02/2024,70,47,75,73,59,73,61,4,5.82,4.96%,2,"2,378.00","2,296.00",-0.19%,-3.45%,-3.26%,H >2000m,D >0%,10%,Large Cap,,,,
CCEP,"£24,647.05","£33,013.62",Consumer Defensives,Final Result,Yes,20/02/2024,95,37,98,92,66,97,68,8,1.94,0.00%,161,63,63.25,-0.19%,0.40%,0.59%,H >2000m,C >20%,30%,Small Cap,,,,
GTE,£135.19,£542.63,Energy,Final Result,Yes,20/02/2024,31,96,60,69,64,46,78,5,-1.72,372.03%,"2,222",425,425,-0.19%,0.00%,0.19%,D <250m,A >100%,300%,Outside,,,,
IHG,"£12,823.40","£14,595.90",Consumer Cyclicals,Final Result,Yes,20/02/2024,92,19,99,84,56,96,59,7,2.77,-17.70%,10,"7,910.00","8,334.00",-0.19%,5.36%,5.55%,H >2000m,D >0%,10%,Large Cap,,,,
PDL,£79.62,£172.02,Basic Materials,Interim Result,Yes,20/02/2024,52,98,22,59,75,37,60,4,2.05,89.73%,123,43,41,-0.19%,-4.65%,-4.46%,C <100m,A >100%,120%,Small Cap,,,,
SPR,£90.77,£158.44,Consumer Cyclicals,Interim Result,Yes,20/02/2024,63,88,84,94,76,74,86,5,6.38,24.18%,392,78,77.5,-0.19%,-0.64%,-0.45%,C <100m,B >60%,70%,Small Cap,,,,
STAN,"£15,846.43","-£14,733.82",Financials,Final Result,Yes,20/02/2024,53,90,50,73,72,52,70,6,,40.71%,3,599.6,600.8,-0.19%,0.20%,0.39%,H >2000m,G >-100%,-190%,Financials,,,,
BA.,"£37,622.49","£41,028.49",Industrials,Final Result,Yes,21/02/2024,96,35,97,91,66,97,66,8,2.56,-0.25%,4,"1,248.00","1,222.29",0.00%,-2.06%,-2.06%,H >2000m,D >0%,10%,Large Cap,,,,
CRE,£766.71,£674.64,Financials,Final Result,Yes,21/02/2024,42,70,82,74,56,62,76,7,,34.11%,11,464,484,0.00%,4.31%,4.31%,F <1000m,E >-20%,-10%,Financials,,,,
GLEN,"£48,747.94","£66,463.46",Basic Materials,Final Result,Yes,21/02/2024,83,89,19,72,86,51,54,7,2.81,27.15%,1,395.4,381.2,0.00%,-3.59%,-3.59%,H >2000m,C >20%,40%,Large Cap,,,,
HSBA,"£122,273.78","£20,266.32",Financials,Final Result,Yes,21/02/2024,30,73,68,59,52,49,71,4,,20.66%,2,638.2,597.05,0.00%,-6.45%,-6.45%,H >2000m,G >-100%,-80%,Financials,,,,
RIO,"£89,487.37","£93,697.56",Basic Materials,Final Result,Yes,21/02/2024,83,57,75,87,70,79,66,5,5.75,12.14%,2,"5,428.00","5,212.93",0.00%,-3.96%,-3.96%,H >2000m,E >-20%,0%,Large Cap,,,,
RCOI,£61.45,£57.89,Financials,Final Result,Yes,21/02/2024,,,,,0,0,0,6,96.99,,176,0.85,0.85,0.00%,0.00%,0.00%,C <100m,E >-20%,-10%,Financials,,,,
TATE,"£2,462.23","£2,712.23",Consumer Defensives,Trading Statement,Yes,21/02/2024,81,40,63,67,61,72,52,7,3.15,45.37%,8,613.5,611,0.00%,-0.41%,-0.41%,H >2000m,D >0%,10%,Large Cap,,,,
AAL,"£23,782.14","£35,636.34",Basic Materials,Final Result,Yes,22/02/2024,75,73,5,46,74,40,39,5,4.44,18.89%,1,"1,719.60","1,769.80",0.36%,2.92%,2.56%,H >2000m,C >20%,50%,Large Cap,,,,
GNS,"£1,204.41","£1,392.51",Healthcare,Interim Result,Yes,22/02/2024,71,20,26,30,46,49,23,7,5.09,58.42%,22,"1,850.00","1,966.00",0.36%,6.27%,5.91%,G <2000m,D >0%,20%,Large Cap,,,,
HL.,"£3,873.29","£3,386.99",Financials,Interim Result,Yes,22/02/2024,95,42,73,84,69,84,58,7,,19.02%,5,805.4,747.2,0.36%,-7.23%,-7.59%,H >2000m,E >-20%,-10%,Financials,,,,
HAS,"£1,537.97","£1,592.17",Industrials,Interim Result,Yes,22/02/2024,89,68,41,77,79,65,55,5,3.56,31.14%,5,96.4,94.7,0.36%,-1.76%,-2.12%,G <2000m,E >-20%,0%,Large Cap,,,,
HIK,"£4,394.00","£5,212.71",Healthcare,Final Result,Yes,22/02/2024,88,40,86,86,64,87,63,7,3.09,12.39%,3,"1,985.00","2,083.00",0.36%,4.94%,4.58%,H >2000m,D >0%,20%,Large Cap,,,,
INDV,"£1,824.13","£1,470.76",Healthcare,Final Result,Yes,22/02/2024,68,51,42,52,60,55,47,4,0.67,76.92%,7,"1,314.00","1,660.00",0.36%,26.33%,25.97%,G <2000m,F >-60%,-20%,Large Cap,,,,
JUP,£452.06,£102.76,Financials,Final Result,Yes,22/02/2024,98,93,74,99,96,86,84,8,,-1.65%,12,81.8,90.75,0.36%,10.94%,10.58%,E <500m,G >-100%,-80%,Financials,,,,
LLOY,"£27,480.26","£55,961.26",Financials,Final Result,Yes,22/02/2024,34,93,77,80,64,56,85,5,,34.26%,1,43.65,45.96,0.36%,5.29%,4.93%,H >2000m,B >60%,100%,Financials,,,,
MEGP,£508.57,£484.16,Industrials,Final Result,Yes,22/02/2024,89,54,66,83,72,78,60,6,7.32,43.74%,30,133.4,159.4,0.36%,19.49%,19.13%,F <1000m,E >-20%,0%,Small Cap,,,,
MNDI,"£6,089.29","£7,477.87",Basic Materials,Final Result,Yes,22/02/2024,85,80,44,83,83,65,62,5,3.31,21.63%,4,"1,382.50","1,410.50",0.36%,2.03%,1.67%,H >2000m,D >0%,20%,Large Cap,,,,
MGNS,"£1,063.20",£853.90,Industrials,Final Result,Yes,22/02/2024,88,62,96,97,75,92,79,6,2.81,10.10%,67,"2,215.00","2,290.00",0.36%,3.39%,3.03%,G <2000m,F >-60%,-20%,Small Cap,,,,
PIN,"£1,497.85","£1,463.12",Financials,Interim Result,Yes,22/02/2024,,,,,0,0,0,3,46.86,25.12%,32,317.5,317,0.36%,-0.16%,-0.52%,G <2000m,E >-20%,0%,Financials,,,,
RR.,"£28,128.60","£30,962.60",Industrials,Final Result,Yes,22/02/2024,58,44,99,79,51,79,72,8,0.85,6.93%,3,330.5,356.8,0.36%,7.96%,7.60%,H >2000m,D >0%,10%,Large Cap,,,,
WPP,"£8,415.98","£14,516.28",Consumer Cyclicals,Final Result,Yes,22/02/2024,59,75,34,56,67,47,55,6,0.72,20.41%,8,788.2,730.6,0.36%,-7.31%,-7.67%,H >2000m,B >60%,70%,Large Cap,,,,
CLIG,£177.40,£157.10,Financials,Interim Result,Yes,23/02/2024,98,71,28,76,85,63,50,8,,,142,355,358,-0.03%,0.85%,0.88%,D <250m,E >-20%,-10%,Financials,,,,
STAN,"£16,011.70","£14,520.10",Financials,Final Result,Yes,23/02/2024,53,90,49,72,72,51,70,6,,39.03%,3,595.8,661,-0.03%,10.94%,10.97%,H >2000m,E >-20%,-10%,Financials,,,,
ABDN,"£3,019.73","£2,194.73",Financials,Final Result,Yes,27/02/2024,57,56,77,71,57,67,67,6,,5.36%,3,161.5,159.09,-0.03%,-1.49%,-1.46%,H >2000m,F >-60%,-30%,Financials,,,,
AEI,£134.03,£150.75,Financials,Final Result,Yes,27/02/2024,,,,,0,0,0,6,7.29,,107,276,278.25,-0.03%,0.82%,0.85%,D <250m,D >0%,10%,Financials,,,,
CRDA,"£6,877.05","£7,241.05",Basic Materials,Final Result,Yes,27/02/2024,94,18,33,41,56,64,26,7,5.05,-0.68%,2,"4,903.00","4,648.00",-0.03%,-5.20%,-5.17%,H >2000m,D >0%,10%,Large Cap,,,,
JGGI,"£2,370.50","£2,349.28",Financials,Interim Result,Yes,27/02/2024,,,,,0,0,0,5,17.76,,19,544,543.44,-0.03%,-0.10%,-0.07%,H >2000m,E >-20%,0%,Financials,,,,
KITW,£212.10,£275.62,Consumer Defensives,Final Result,Yes,27/02/2024,73,60,74,83,67,74,67,6,2.75,35.31%,99,305,295,-0.03%,-3.28%,-3.25%,D <250m,C >20%,30%,Small Cap,,,,
LWDB,"£1,020.67","£1,157.04",Financials,Final Result,Yes,27/02/2024,,,,,0,0,0,5,7.99,0.00%,26,781,783,-0.03%,0.26%,0.29%,G <2000m,D >0%,10%,Financials,,,,
MCB,£122.51,£289.01,Consumer Defensives,Interim Result,Yes,27/02/2024,73,63,95,93,68,84,79,6,1.87,47.73%,28,73.6,87.52,-0.03%,18.91%,18.94%,D <250m,A >100%,140%,Small Cap,,,,
MMIT,£162.74,£152.25,Financials,Final Result,Yes,27/02/2024,45,49,59,46,47,52,54,4,84.43,,71,139.5,141.49,-0.03%,1.43%,1.46%,D <250m,E >-20%,-10%,Financials,,,,
PCIP,£32.11,£31.01,Technology,Interim Result,Yes,27/02/2024,29,23,74,34,26,52,49,5,-8.99,155.10%,408,48.5,48.7,-0.03%,0.41%,0.44%,B <50m,E >-20%,0%,Outside,,,,
SN.,"£9,919.14","£12,166.95",Healthcare,Final Result,Yes,27/02/2024,84,16,90,71,50,87,53,7,3.25,13.53%,4,"1,125.50","1,132.50",-0.03%,0.62%,0.65%,H >2000m,D >0%,20%,Large Cap,,,,
SNX,£32.03,£30.62,Industrials,Final Result,Yes,27/02/2024,92,32,97,89,62,95,65,9,4.92,,556,185,188,-0.03%,1.62%,1.65%,B <50m,E >-20%,0%,Outside,,,,
TIG,£358.86,£417.06,Technology,Final Result,Yes,27/02/2024,80,34,71,69,57,76,53,7,1.89,79.65%,15,135.4,135.2,-0.03%,-0.15%,-0.12%,E <500m,D >0%,20%,Large Cap,,,,
UPR,£674.37,£945.22,Healthcare,Final Result,Yes,27/02/2024,56,36,75,56,46,66,56,5,1.47,53.38%,408,245,239,-0.03%,-2.45%,-2.42%,F <1000m,C >20%,40%,Outside,,,,
UTG,"£4,328.05","£5,671.05",Financials,Final Result,Yes,27/02/2024,71,17,78,55,44,75,48,7,3.79,9.50%,5,986.5,991,-0.03%,0.46%,0.49%,H >2000m,C >20%,30%,Financials,,,,
XPP,£248.66,£454.66,Industrials,Final Result,Yes,27/02/2024,83,82,5,57,83,44,44,7,1.99,56.79%,38,"1,018.00","1,036.00",-0.03%,1.77%,1.80%,D <250m,B >60%,80%,Small Cap,,,,
ABDP,£431.17,£399.16,Consumer Cyclicals,Trading Statement,Yes,28/02/2024,94,14,64,59,54,79,39,7,7.27,-0.09%,219,"1,831.33","1,835.00",-0.77%,0.20%,0.97%,E <500m,E >-20%,-10%,Small Cap,,,,
ASAI,£53.50,£279.62,Financials,Trading Statement,Yes,28/02/2024,46,95,19,50,71,33,57,6,,98.97%,187,52.5,53.5,-0.77%,1.90%,2.67%,C <100m,A >100%,420%,Financials,,,,
AML,"£1,397.76","£2,245.96",Consumer Cyclicals,Final Result,Yes,28/02/2024,43,38,43,33,41,43,41,7,0.13,84.74%,6,178.8,176.1,-0.77%,-1.51%,-0.74%,G <2000m,C >20%,60%,Large Cap,,,,
AVG,£110.21,£103.48,Industrials,Interim Result,Yes,28/02/2024,72,36,37,42,54,55,37,6,3.41,47.76%,299,333.55,361,-0.77%,8.23%,9.00%,D <250m,E >-20%,-10%,Small Cap,,,,
